artist,genre,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,track_popularity,added_at
A Day To Remember,metalcore/pop punk/rock/screamo,What Separates Me From You,All Signs Point to Lauderdale,15qf0H31MChhqKr2zvejla,0.42,0.983,10,-3.437,1,0.113,0,0.114,0.513,149.958,197200,4,1.0,2014-01-04T23:01:31Z
Silverstein,canadian post-hardcore/canadian rock/metalcore/pop punk/post-hardcore/rock/screamo,Punk Goes Pop Volume Two,Apologize (One Republic cover),78J3aedr4LVG2U605JQFKa,0.476,0.726,1,-6.874,1,0.0418,1.11e-06,0.0965,0.22,135.093,174724,4,0.0,2014-01-04T23:07:24Z
All Time Low,modern rock/pop punk/rock,Nothing Personal,Break Your Little Heart,3CzB4Vtjldto22GYhSi8G7,0.414,0.956,1,-2.961,1,0.0528,0,0.329,0.679,147.909,171707,4,0.0,2014-01-04T23:09:35Z
All Time Low,modern rock/pop punk/rock,Nothing Personal,Weightless,2soeSOXg6lO7NA1crYT78x,0.479,0.931,2,-4.474,1,0.134,0,0.121,0.618,181.069,198000,4,0.0,2014-01-04T23:09:37Z
Papa Roach,alternative metal/nu metal/rap metal/rap rock,To Be Loved: The Best Of Papa Roach (Explicit Version),Last Resort,4V05j7HDUU2bZQwDOeIySh,0.56,0.892,4,-3.365,0,0.0644,0.000164,0.177,0.67,90.615,200480,4,0.0,2014-01-06T13:48:11Z
Rise Against,chicago hardcore/chicago punk/hardcore punk/punk,Appeal To Reason (International Version),Savior,1HRThJebs60Dk6jAhpkwsm,0.339,0.932,5,-3.424,0,0.0613,0.000134,0.425,0.466,112.549,242280,4,0.0,2014-01-06T13:49:26Z
Rise Against,chicago hardcore/chicago punk/hardcore punk/punk,The Sufferer & The Witness [International Version (Explicit)],Prayer Of The Refugee,58J1l73w3TcdpGqN0n1TiZ,0.309,0.971,3,-3.45,0,0.146,8.12e-06,0.565,0.456,195.809,195837,4,0.0,2014-01-06T13:49:31Z
A Day To Remember,metalcore/pop punk/rock/screamo,What Separates Me From You,It's Complicated,069deq5woglvUnWok4MqTe,0.199,0.935,1,-3.471,1,0.157,0,0.0628,0.637,195.012,177240,4,0.0,2014-01-13T15:26:14Z
Five Finger Death Punch,alternative metal/groove metal/nu metal,War Is The Answer,Far From Home,6V4xwPaWrTKGcCdWFLjffE,0.464,0.688,11,-5.352,0,0.0298,3.85e-06,0.169,0.228,137.882,212493,4,0.0,2014-01-22T21:33:42Z
Five Finger Death Punch,alternative metal/groove metal/nu metal,"The Wrong Side Of Heaven And The Righteous Side Of Hell, Volume 1",Wrong Side of Heaven,11Ojp7JniVvwd0gmgvyKkd,0.481,0.932,4,-4.592,0,0.083,0,0.337,0.543,149.992,271000,4,68.0,2018-08-08T07:10:06Z
Stone Sour,alternative metal/nu metal/post-grunge/rap rock/rock,Come What(ever) May [Special Edition],Through Glass,76aadnUFFANRNDs6L3aqxw,0.545,0.753,3,-4.618,0,0.036,0,0.389,0.434,105.754,282947,4,54.0,2014-01-22T21:59:49Z
Avenged Sevenfold,alternative metal/nu metal,Hail to the King,Hail to the King,3kMBEnLhExewYVmOD0wGu0,0.585,0.887,3,-5.086,0,0.0362,0.0518,0.132,0.711,118.035,304880,4,45.0,2014-01-22T22:00:58Z
Shinedown,alternative metal/nu metal/post-grunge,Amaryllis,Enemies,1SDl9wY1MqbpJQW0yKEWxL,0.507,0.966,1,-2.635,1,0.046,0,0.336,0.502,136.035,188093,4,66.0,2014-01-22T22:02:02Z
Thousand Foot Krutch,alternative metal/canadian ccm/canadian metal/canadian rock/christian alternative rock/christian rock/nu metal/rap metal,The End Is Where We Begin,War of Change,6jg3Om6ZBMKlylforWGPEC,0.532,0.878,5,-4.431,0,0.0326,0.000282,0.0771,0.579,104.026,231667,4,0.0,2014-01-22T22:03:29Z
Papa Roach,alternative metal/nu metal/rap metal/rap rock,To Be Loved: The Best Of Papa Roach (Explicit Version),...To Be Loved,50kypkfAkqg0d2YXQwe7mt,0.337,0.972,8,-4.026,1,0.151,0,0.467,0.465,192.077,181250,4,0.0,2014-01-22T22:04:48Z
Shinedown,alternative metal/nu metal/post-grunge,Leave a Whisper (Deluxe Edition),Simple Man - Acoustic,4VuKGQiCzE5BdSdvp6Hjoh,0.568,0.367,7,-8.15,1,0.0318,0,0.279,0.41,121.074,320267,4,67.0,2014-01-22T22:08:24Z
A Day To Remember,metalcore/pop punk/rock/screamo,Homesick,If It Means a Lot to You,6J7cSyvSCnPwv3vqHchEfL,0.584,0.536,10,-8.158,1,0.0279,0,0.456,0.44,126.996,243227,4,3.0,2014-01-22T22:08:33Z
Seether,alternative metal/nu metal/post-grunge/south african rock,The Punisher - The Album (Music From The Motion Picture),Broken - Featuring Amy Lee,46EAyqTBZfzLLQEat3HCWN,0.445,0.613,3,-2.905,0,0.0336,0.000211,0.136,0.203,123.809,259067,4,0.0,2014-01-22T22:10:04Z
Seether,alternative metal/nu metal/post-grunge/south african rock,Holding Onto Strings Better Left to Fray (Deluxe Version),Here and Now,3jWltqp2yCAjjGuJGnGBRY,0.536,0.898,7,-5.273,1,0.0318,0,0.145,0.386,110.009,235587,4,0.0,2014-01-22T22:10:29Z
Sick Puppies,alternative metal/christian rock/nu metal/post-grunge/rap rock,Tri-polar,You're Going Down,5omWAB5iNMHvbAfBSzkdu8,0.488,0.842,6,-5.926,1,0.0469,0.00127,0.146,0.41,90.003,187347,4,65.0,2014-01-22T22:11:45Z
Sick Puppies,alternative metal/christian rock/nu metal/post-grunge/rap rock,Dressed Up As Life,All The Same,3vIw7vxgUTPtppVwMfhcwo,0.311,0.76,0,-6.301,1,0.0364,0,0.104,0.189,177.592,258587,3,59.0,2014-01-23T21:20:57Z
Creed,alternative metal/nu metal/pop rock/post-grunge/rock,Greatest Hits,One Last Breath,39xlKIt3AQlvCwLWhSurQB,0.376,0.72,2,-5.748,1,0.0351,0.00171,0.209,0.166,130.656,239373,4,0.0,2014-01-23T21:24:36Z
12 Stones,alternative metal/christian alternative rock/christian hard rock/christian rock/nu metal/post-grunge/rap rock,Anthem For The Underdog,Anthem For The Underdog,2fYruOD3DhUS2tIyheORi9,0.25,0.876,5,-3.431,1,0.0655,0,0.337,0.459,125.123,184427,4,0.0,2014-01-30T19:10:41Z
Rise Against,chicago hardcore/chicago punk/hardcore punk/punk,Appeal To Reason (International Version),Hero Of War,22RL4lzefDSzguxQ5zvYH3,0.637,0.418,4,-7.022,1,0.0293,0,0.0982,0.251,76.949,253080,4,0.0,2014-02-06T18:59:01Z
Rise Against,chicago hardcore/chicago punk/hardcore punk/punk,Endgame,Satellite,1UMfD9AXeunpbd2TKEtuY9,0.318,0.942,5,-4.125,0,0.0492,0,0.0962,0.486,134.879,238573,4,0.0,2014-02-06T18:59:06Z
Rascal Flatts,contemporary country/country/country road,Disney/Pixar Greatest,"Life is a Highway - From ""Cars""",5YbeJyTQkdSAWe1Ie4sLAl,0.562,0.91,5,-6.939,1,0.058,0,0.0676,0.606,103.057,276707,4,54.0,2014-02-09T21:08:30Z
Counting Crows,alternative rock/neo mellow/pop rock/rock,Films About Ghosts (The Best Of Counting Crows),Mr. Jones,7n3REqDfZBpkd0bEpGu2H3,0.571,0.836,0,-5.556,1,0.0371,4.09e-06,0.182,0.73,141.608,272733,4,57.0,2014-02-10T21:22:35Z
You Me At Six,modern alternative rock/modern rock/neon pop punk/pop emo/pop punk/rock,Cavalier Youth,Lived a Lie,5yHseFJCFdNMXddLMyQT8C,0.469,0.889,7,-3.943,1,0.0396,0,0.304,0.511,133.684,203253,4,0.0,2014-02-21T21:38:07Z
Carnival Kids,norwegian hardcore/norwegian indie,What To Do When Awake Within A Dream,What To Do When Awake Within A Dream,1zYVeFPRfa2JqAWUEMc2mz,0.393,0.876,9,-5.02,0,0.0481,0.0315,0.0784,0.483,160.14,210303,4,0.0,2014-02-27T23:04:16Z
No Use For A Name,melodic hardcore/punk/ska punk/skate punk,Hard Rock Bottom,Dumb Reminders,35hSzdWyd3fZ3WBGlqMomd,0.495,0.931,2,-4.754,1,0.0781,1.68e-06,0.393,0.786,89.864,169000,4,0.0,2014-03-22T22:59:53Z
Lenny Kravitz,permanent wave/pop rock/rock,Greatest Hits,Fly Away,0n0eMsX7WgEtc7dlscbuKU,0.597,0.868,7,-5.095,1,0.0526,0,0.664,0.709,160.021,221893,4,52.0,2014-05-03T20:46:00Z
A Day To Remember,metalcore/pop punk/rock/screamo,Common Courtesy (Deluxe),Right Back At It Again,0OQmxZOINqWsbKysfiPSTO,0.288,0.991,3,-3.976,1,0.312,3.77e-06,0.0902,0.353,169.607,200036,4,0.0,2014-05-18T17:08:18Z
The Red Jumpsuit Apparatus,pop punk/pop rock/screamo,Don't You Fake It,Face Down,4wzjNqjKAKDU82e8uMhzmr,0.545,0.932,7,-2.189,0,0.0399,0,0.127,0.464,92.956,192000,4,78.0,2014-05-22T20:57:31Z
Trapt,alternative metal/nu metal/post-grunge/rap rock,Trapt,Headstrong,1AEYT6VxrxXPMoQUxsY0E4,0.492,0.896,4,-5.819,0,0.117,2.78e-06,0.189,0.534,184.981,285570,4,76.0,2014-06-10T13:25:40Z
Pop Evil,alternative metal/nu metal/post-grunge,Onyx,Torn to Pieces,5V2sX7luo5vAsnfp8mBA3m,0.612,0.654,0,-5.455,1,0.0287,1.16e-05,0.121,0.322,122.101,196253,4,0.0,2014-06-29T20:19:31Z
Emarosa,lexington ky indie/metalcore/post-hardcore/progressive post-hardcore/screamo,Emarosa,A Toast to the future kids!,7jDZIM59S1utHXZcmYSEYx,0.334,0.924,8,-3.805,0,0.276,0,0.136,0.359,170.159,228987,4,50.0,2014-06-30T10:12:37Z
Emarosa,lexington ky indie/metalcore/post-hardcore/progressive post-hardcore/screamo,Relativity,The Past Should Stay Dead,3ybttms1Zl5kfsSl2QxIbP,0.386,0.941,6,-2.168,1,0.0515,0,0.14,0.483,90.913,273653,4,52.0,2014-06-30T10:12:59Z
Emarosa,lexington ky indie/metalcore/post-hardcore/progressive post-hardcore/screamo,Emarosa,Share the sunshine young blood,4iVqBz8oREM0jZ3fIkzhvF,0.331,0.974,10,-3.19,0,0.191,0,0.382,0.213,179.955,180587,4,39.0,2014-07-01T19:02:36Z
Hands Like Houses,australian metalcore/australian post-hardcore/metalcore/post-screamo/progressive post-hardcore/screamo,Ground Dweller,Lion Skin - feat. Jonny Craig and Tyler Carter,5BstAjdNVezGQ5b66FYF9D,0.306,0.927,4,-6.643,0,0.0622,0,0.196,0.329,175.046,259307,4,39.0,2014-07-01T19:24:06Z
Bring Me The Horizon,melodic metalcore/metalcore/rock/uk metalcore,Sempiternal (Expanded Edition),Can You Feel My Heart,0WSa1sucoNRcEeULlZVQXj,0.15,0.859,4,-2.827,0,0.0595,0.194,0.387,0.354,170.527,228147,5,82.0,2014-07-06T21:33:01Z
Flyleaf,alternative metal/christian alternative rock/christian rock/nu metal/post-grunge,Flyleaf,All Around Me,5bHwCxqs3jhxjDeztcHFpd,0.472,0.88,9,-4.925,1,0.0519,0,0.0506,0.5,146.929,198467,4,57.0,2014-07-06T21:35:28Z
Limp Bizkit,alternative metal/funk metal/nu metal/rap metal,Results May Vary (EU Version),Behind Blue Eyes,2kA0IBd1u0Be6QJE60Ty6F,0.587,0.476,7,-6.64,1,0.0265,0,0.109,0.085,120.268,269973,4,0.0,2014-07-06T21:36:22Z
Sum 41,alternative metal/canadian pop punk/canadian punk/nu metal/pop punk/punk/rock,Chuck (Int'l),Pieces,3ly0wJa1lUtpIWHZxymVyX,0.417,0.83,5,-5.257,1,0.0347,0.00774,0.313,0.548,99.927,181653,4,0.0,2014-07-06T21:37:43Z
Three Days Grace,alternative metal/canadian metal/canadian rock/nu metal/post-grunge,One-X,Never Too Late,3HE50TVRquwXe9yv2HFoNL,0.433,0.778,2,-4.68,0,0.0371,0,0.163,0.217,149.864,209333,4,71.0,2014-07-06T21:39:19Z
D-A-D,danish alternative rock/danish rock,Good Clean Family Entertainment You Can Trust 85-95,Sleeping My Day Away,6GvnMpgZ0XLbJM7hVN43sH,0.434,0.864,8,-7.656,1,0.0592,1.26e-05,0.0681,0.544,145.921,263266,4,0.0,2014-07-09T21:05:57Z
Three Days Grace,alternative metal/canadian metal/canadian rock/nu metal/post-grunge,Painkiller,Painkiller,2tlETUiIcT9IiQYDUdnj4B,0.475,0.941,6,-3.969,0,0.0493,0,0.0444,0.509,88.95,178853,4,0.0,2014-07-28T11:32:04Z
Thousand Foot Krutch,alternative metal/canadian ccm/canadian metal/canadian rock/christian alternative rock/christian rock/nu metal/rap metal,Welcome To The Masquerade,Bring Me To Life,6HzO8uA4RuKOGqHJaYMloi,0.484,0.925,11,-4.517,0,0.153,0,0.113,0.617,174.944,216613,4,41.0,2014-08-06T18:09:47Z
All That Remains,alternative metal/melodic metalcore/metalcore/nu metal,A War You Cannot Win,What If I Was Nothing,1UCV5UqRcqaktkMvcoI0DR,0.435,0.783,4,-5.822,1,0.0388,0,0.0986,0.219,144.01,277347,4,0.0,2014-08-17T18:22:53Z
X Ambassadors,modern alternative rock/modern rock/pop/pop rap/pop rock/rock/stomp pop,The Reason EP,Jungle,1puJlKuYGH58SAFgXREUpE,0.375,0.774,2,-4.34,1,0.0839,0.000253,0.379,0.215,78.042,189320,4,0.0,2014-09-09T10:33:51Z
Yellowcard,bow pop/pop punk/rock/socal pop punk,Ocean Avenue,Ocean Avenue,23oxJmDc1V9uLUSmN2LIvx,0.486,0.904,6,-3.751,0,0.0638,2.83e-05,0.0947,0.786,173.734,198267,4,75.0,2014-10-03T22:48:38Z
Yellowcard,bow pop/pop punk/rock/socal pop punk,Make Me So,Make Me So,4Fey7j89aCszXSTXL66DJC,0.416,0.806,0,-5.854,1,0.0586,0,0.32,0.454,149.046,191330,4,0.0,2014-10-03T22:48:45Z
Thousand Foot Krutch,alternative metal/canadian ccm/canadian metal/canadian rock/christian alternative rock/christian rock/nu metal/rap metal,OXYGEN:INHALE,Untraveled Road,2IIOBRgHTsmEMYzMU0zHws,0.593,0.848,11,-6.341,1,0.0408,1.5e-06,0.067,0.47,125.026,235689,4,0.0,2014-10-03T22:49:42Z
Seether,alternative metal/nu metal/post-grunge/south african rock,Isolate And Medicate (Deluxe Edition),Words As Weapons,0aYQsp1vZZcX0JBEJvKF7N,0.593,0.903,5,-5.537,0,0.0581,0.000315,0.0449,0.614,109.858,240200,4,57.0,2014-10-03T22:50:31Z
A Day To Remember,metalcore/pop punk/rock/screamo,Common Courtesy,End of Me,7mbc7EjQCKWfY61WOJvbhT,0.446,0.82,6,-5.198,0,0.0483,0.00332,0.111,0.353,125.072,237976,4,0.0,2014-10-03T22:57:21Z
A Day To Remember,metalcore/pop punk/rock/screamo,Common Courtesy (Deluxe),I'm Already Gone,6A4FCCugA1IvfCD0flEnzr,0.513,0.476,5,-7.54,1,0.0259,0,0.0899,0.274,107.559,244115,4,0.0,2014-10-04T22:38:22Z
Skillet,alternative metal/christian alternative rock/christian music/christian rock,Rise,Not Gonna Die,3yaTrWIRsZFdts7KpHrGOF,0.445,0.953,5,-2.463,0,0.0704,0,0.281,0.475,172.063,225280,4,51.0,2014-10-03T22:59:26Z
Van Halen,album rock/classic rock/hard rock/metal/rock,Van Halen (Reissue),Ain't Talkin' 'Bout Love,4UmehW6tTXGC7HsuIGujMR,0.498,0.887,8,-8.344,0,0.0383,0.000376,0.209,0.714,139.126,226973,4,0.0,2014-10-10T21:46:45Z
Rise Against,chicago hardcore/chicago punk/hardcore punk/punk,The Black Market,Tragedy + Time,4ExLmQ4fkm68CapBscxkYK,0.264,0.97,0,-3.428,0,0.116,2.89e-05,0.131,0.533,175.672,257000,4,0.0,2014-10-11T14:28:03Z
Rise Against,chicago hardcore/chicago punk/hardcore punk/punk,The Black Market,People Live Here,5vJXGffTIgrLC6orTx0Mno,0.472,0.463,11,-6.321,1,0.028,0,0.136,0.316,165.046,248987,3,0.0,2014-10-12T14:25:49Z
NOFORKS,unknown,Safe and Dust,Safe and Dust,18hRakSOhcCRYY1Tkt2vce,0.468,0.94,5,-4.457,1,0.0741,0,0.0898,0.57,141.999,204562,4,1.0,2014-10-11T17:30:17Z
Foo Fighters,alternative metal/alternative rock/modern rock/permanent wave/post-grunge/rock,Something From Nothing,Something From Nothing,5ilM3rmBwAw6ZxUJotTcif,0.228,0.856,2,-5.296,1,0.0541,5.66e-05,0.285,0.427,186.969,288453,4,0.0,2014-10-22T16:43:04Z
Foo Fighters,alternative metal/alternative rock/modern rock/permanent wave/post-grunge/rock,In Your Honour,Best Of You,35eI7JN7aJ9lkCUgcPWn4h,0.372,0.943,1,-5.049,0,0.0752,0.000125,0.171,0.39,129.8,255627,4,0.0,2014-10-22T16:43:32Z
Foo Fighters,alternative metal/alternative rock/modern rock/permanent wave/post-grunge/rock,The Colour And The Shape,My Hero,44NOhlESrtoF3YCmaaRPWe,0.382,0.937,9,-4.607,1,0.0795,0.000721,0.0581,0.293,153.938,260333,4,0.0,2014-10-22T16:43:37Z
Breaking Benjamin,alternative metal/nu metal/post-grunge,Phobia (Collector Edition),Breath,7g3xNt3jm47XwxFdBaihOv,0.344,0.865,5,-4.118,0,0.0463,0.000247,0.0951,0.323,182.868,218469,4,0.0,2014-10-26T20:21:35Z
Asking Alexandria,melodic metalcore/metalcore/trancecore/uk metalcore,From Death To Destiny,Moving On,7IiqF2tYiixnpBcFjkocjA,0.446,0.761,3,-4.141,0,0.032,0,0.182,0.336,134.971,242593,4,61.0,2014-10-29T13:21:18Z
Pop Evil,alternative metal/nu metal/post-grunge,Onyx,Beautiful,1AlmBLIA6aL4VJ6MQSXC1U,0.564,0.951,0,-3.057,0,0.0779,1.43e-06,0.126,0.74,95.015,203173,4,0.0,2014-10-29T13:25:24Z
Sixx:A.M.,alternative metal/nu metal/post-grunge,Modern Vintage,Stars,6cs4GMfqLcZfymX3bp56ol,0.501,0.957,7,-4.408,1,0.0482,0.00246,0.31,0.361,156.973,230120,4,9.0,2014-10-29T13:30:39Z
Biffy Clyro,modern alternative rock/modern rock/rock/scottish rock,Only Revolutions,Bubbles,1aKNbn5AsDWydycvr1gYBa,0.35,0.724,3,-5.888,1,0.0314,0.00136,0.113,0.196,147.344,301080,4,47.0,2014-10-31T01:09:12Z
Young Guns,british alternative rock/modern alternative rock,I Want Out,I Want Out - Single Version,1CXjCWl6Z4qgcp5JJ7uIs1,0.459,0.931,8,-3.47,0,0.107,5.15e-05,0.208,0.256,131.929,225213,4,0.0,2014-11-09T20:28:51Z
Three Days Grace,alternative metal/canadian metal/canadian rock/nu metal/post-grunge,I Am Machine,I Am Machine,6LvQRDyjrsnmFVjfZPdUy4,0.425,0.96,2,-4.61,0,0.0561,1.41e-06,0.158,0.45,149.938,200133,4,1.0,2014-11-09T20:29:32Z
Ramones,classic rock/early us punk/permanent wave/punk/rock/skate punk,Brain Drain,Pet Sematary,07b5vArZtW08PuEqCw61Ei,0.437,0.953,2,-5.869,0,0.0414,0.000863,0.235,0.667,148.147,209107,4,62.0,2014-11-16T00:17:16Z
Sum 41,alternative metal/canadian pop punk/canadian punk/nu metal/pop punk/punk/rock,Does This Look Infected?,Still Waiting,0jqK7sGTLsHPkQrrcrGuKD,0.431,0.95,7,-4.918,1,0.26,3.63e-05,0.272,0.56,191.936,158733,4,72.0,2014-11-16T13:54:41Z
PVRIS,modern alternative rock/modern rock/pixie/pop/pop emo/pop punk/rock,White Noise,My House,0H7uRp4w4GP9fhAvh9Jih0,0.513,0.855,4,-6.298,0,0.102,0.000399,0.51,0.288,129.061,242560,4,54.0,2014-11-19T20:54:59Z
PVRIS,modern alternative rock/modern rock/pixie/pop/pop emo/pop punk/rock,White Noise,St. Patrick,7mBeP0iGO8txUrWw3ybKCx,0.517,0.843,1,-6.827,1,0.0799,0.00644,0.118,0.454,128.949,260778,4,49.0,2014-11-19T20:55:09Z
Sum 41,alternative metal/canadian pop punk/canadian punk/nu metal/pop punk/punk/rock,Does This Look Infected?,The Hell Song,6hqt1z34Oz0OZtSfy62OFD,0.359,0.935,8,-5.529,0,0.0817,0.0141,0.351,0.658,173.429,198493,4,67.0,2014-11-19T21:25:43Z
Sum 41,alternative metal/canadian pop punk/canadian punk/nu metal/pop punk/punk/rock,Underclass Hero,With Me,7JcB1XSpmlULBSvnEis6Fc,0.168,0.852,4,-4.039,1,0.0421,0,0.172,0.109,175.407,291360,3,0.0,2014-11-19T21:27:36Z
Sum 41,alternative metal/canadian pop punk/canadian punk/nu metal/pop punk/punk/rock,"All Killer, No Filler",In Too Deep,68pN2UQYhwQgPy7VrCFKuV,0.566,0.835,9,-5.885,1,0.0504,0,0.0581,0.749,116.041,207093,4,0.0,2014-11-20T20:45:28Z
Sum 41,alternative metal/canadian pop punk/canadian punk/nu metal/pop punk/punk/rock,"All Killer, No Filler",Fat Lip,4dzOxPZFYX77xpMwv4EhnO,0.405,0.91,9,-5.234,1,0.128,0,0.0739,0.641,196.444,178267,4,0.0,2014-11-20T20:46:22Z
Three Days Grace,alternative metal/canadian metal/canadian rock/nu metal/post-grunge,One-X,Time of Dying,7piw04hPQZ1OHZ9Fq9JOXR,0.306,0.873,0,-3.668,0,0.0567,0,0.52,0.452,198.387,186373,4,67.0,2014-11-23T14:59:55Z
Bring Me The Horizon,melodic metalcore/metalcore/rock/uk metalcore,Drown,Drown,5DoGCnGoFglf9FBCfq5mVb,0.445,0.979,1,-3.505,0,0.124,0.000612,0.75,0.316,143.007,221907,4,0.0,2014-11-26T21:25:28Z
Foo Fighters,alternative metal/alternative rock/modern rock/permanent wave/post-grunge/rock,There Is Nothing Left To Lose,Learn to Fly,5OQsiBsky2k2kDKy2bX2eT,0.465,0.919,4,-4.025,1,0.0408,2.07e-05,0.262,0.537,135.997,235293,4,77.0,2014-11-29T18:28:46Z
Rise Against,chicago hardcore/chicago punk/hardcore punk/punk,The Sufferer & The Witness,The Good Left Undone,1lk2C32zCb6a7v8s2Eiaus,0.179,0.98,1,-3.791,0,0.168,0,0.121,0.521,196.983,181453,5,0.0,2014-12-07T17:05:58Z
Rise Against,chicago hardcore/chicago punk/hardcore punk/punk,Appeal To Reason,Re-Education (Through Labor),6c1Bdvp208X0jbLmFnWbkC,0.243,0.947,11,-3.388,1,0.102,3.41e-05,0.133,0.338,147.586,222453,4,65.0,2014-12-07T17:06:03Z
Red Hot Chili Peppers,alternative rock/funk metal/funk rock/permanent wave/rock,Dani California,Dani California,6vODhpvfWwdsO0i9MBWnEq,0.556,0.913,0,-2.36,1,0.0437,8.59e-06,0.346,0.73,96.184,282160,4,54.0,2014-12-18T12:25:02Z
PVRIS,modern alternative rock/modern rock/pixie/pop/pop emo/pop punk/rock,White Noise,Smoke,0cUO45E6b08yRdzzOocrxl,0.474,0.742,3,-7.287,0,0.0452,8.08e-05,0.0552,0.5,149.985,185067,4,43.0,2014-12-18T23:58:51Z
PVRIS,modern alternative rock/modern rock/pixie/pop/pop emo/pop punk/rock,White Noise,Fire,7BBkQ6VRl860bWchY1yXZe,0.526,0.818,4,-6.364,0,0.0488,0,0.192,0.258,138.028,229093,4,48.0,2014-12-18T23:59:03Z
PVRIS,modern alternative rock/modern rock/pixie/pop/pop emo/pop punk/rock,White Noise,Ghosts,0IrgRNkOrEuK61m9HDbBLU,0.571,0.885,10,-5.937,0,0.0348,1.15e-05,0.0704,0.661,143.006,220133,4,40.0,2014-12-19T14:40:38Z
Papa Roach,alternative metal/nu metal/rap metal/rap rock,Face Everything And Rise,Face Everything And Rise,3UhtakYj3bzgVgNahxpcnB,0.414,0.989,8,-2.256,1,0.0799,0,0.301,0.359,139.964,190587,4,33.0,2014-12-19T21:30:30Z
Yellowcard,bow pop/pop punk/rock/socal pop punk,Lift a Sail,The Deepest Well,7Ck02V0QfW73z1vNs3u1WI,0.433,0.929,5,-4.968,1,0.0533,0,0.376,0.569,141.952,237041,4,0.0,2014-12-19T21:36:40Z
A Day To Remember,metalcore/pop punk/rock/screamo,What Separates Me From You,Better Off This Way,5TtOrriDfiamVEKrls2GIT,0.379,0.965,4,-3.442,1,0.0975,0,0.371,0.565,160.057,206360,4,0.0,2014-12-19T21:41:13Z
A Day To Remember,metalcore/pop punk/rock/screamo,Homesick,Have Faith In Me,5D25Vmd458UZ6n27g76d3l,0.507,0.933,0,-4.7,1,0.0868,0,0.105,0.714,149.998,188813,4,1.0,2014-12-19T21:41:19Z
A Day To Remember,metalcore/pop punk/rock/screamo,Common Courtesy (Deluxe),Life @ 11,2ZsyiMM5KRLZwyy0LCu5iR,0.443,0.985,4,-4.001,1,0.124,0,0.378,0.429,143.97,202521,4,0.0,2014-12-20T00:01:02Z
A Day To Remember,metalcore/pop punk/rock/screamo,Common Courtesy (Deluxe),Same Book But Never The Same Page,3Ejg9kHDlXEhi4h0sMagfy,0.442,0.982,0,-4.396,1,0.175,0,0.159,0.181,136.834,246935,4,0.0,2014-12-20T00:01:06Z
Paramore,candy pop/pixie/pop emo/pop punk,RIOT!,Born For This,1KTS4xcy2Ux3qRPRwF8R7y,0.544,0.95,1,-2.25,1,0.0613,0,0.0845,0.64,92.537,238627,4,0.0,2014-12-19T21:54:27Z
Skillet,alternative metal/christian alternative rock/christian music/christian rock,Awake,Lucy,4VqkhvOP0FkcVrDxgJXtxM,0.481,0.71,7,-4.785,1,0.0298,0,0.147,0.188,140.062,218387,4,55.0,2014-12-27T21:07:12Z
Breaking Benjamin,alternative metal/nu metal/post-grunge,Phobia (Collector Edition),Dance With The Devil,4TzPJya2sIhNXAAIm0OmUf,0.342,0.93,3,-4.494,0,0.132,0.000387,0.132,0.188,155.021,227095,3,0.0,2014-12-27T21:08:34Z
Shinedown,alternative metal/nu metal/post-grunge,Amaryllis,Unity,2Bu4dB6VHWtSUn4cyLAjNU,0.489,0.963,0,-2.932,1,0.0531,7.43e-05,0.0722,0.303,120.015,252800,4,53.0,2014-12-27T23:06:54Z
Paramore,candy pop/pixie/pop emo/pop punk,Brand New Eyes,Careful,5u8F359esydVGN4thHmSRz,0.417,0.945,8,-3.703,1,0.0805,8.63e-05,0.2,0.607,164.997,230440,4,51.0,2014-12-29T23:34:15Z
Tonight Alive,candy pop/neon pop punk/pixie/pop emo/pop punk,The Other Side,Lonely Girl,5whbAX7oZ7MDlgBplPDkJb,0.412,0.913,7,-3.428,0,0.0473,0,0.0959,0.696,169.962,191133,4,51.0,2015-01-01T16:12:46Z
Dizzy Mizz Lizzy,danish alternative rock/danish pop/danish pop rock/danish rock,I Would If I Could But I Can't,I Would If I Could But I Can't,2UOQnXcoAL95DRBtTmVD5e,0.381,0.945,0,-4.363,0,0.0507,0.517,0.331,0.677,148.81,250046,4,0.0,2015-01-11T00:57:34Z
D-A-D,danish alternative rock/danish rock,Everything Glows (2009 - Remastered),Everything Glows - 2009 - Remaster,0jtsv06a6QeOZ1I0fVHXvJ,0.656,0.608,0,-5.716,0,0.0475,1.11e-05,0.0619,0.521,130.274,224493,4,41.0,2015-01-11T15:22:55Z
D-A-D,danish alternative rock/danish rock,Everything Glows (2009 - Remastered),Nineteenhundredandyesterday - 2009 - Remaster,5SL8qpMk1LcECpUn2twe7N,0.304,0.929,2,-1.914,1,0.0646,3.63e-05,0.201,0.437,140.502,298253,4,38.0,2015-01-11T15:33:36Z
D-A-D,danish alternative rock/danish rock,Riskin' It All (2009 - Remastered),Laugh 'n' a 1/2 - 2009 - Remaster,1mLiW0DfcGvUZqaNZo4jPd,0.596,0.657,5,-7.021,0,0.0307,0,0.127,0.743,129.871,212160,4,55.0,2015-01-11T19:41:01Z
